FID,Id,class,site_code,class_ID
2745,0,LICHENS,BUTLER,6
2746,0,BRYOPHYTES,BUTLER,1
2747,0,EVERGREEN SHRUBS,BUTLER,3
2748,0,BRYOPHYTES,BUTLER,1
2749,0,EVERGREEN SHRUBS,BUTLER,3
2750,0,BRYOPHYTES,BUTLER,1
2751,0,NON VEGETATED,BUTLER,7
2752,0,BRYOPHYTES,BUTLER,1
2753,0,LICHENS,BUTLER,6
2754,0,NON VEGETATED,BUTLER,7
2755,0,EVERGREEN SHRUBS,BUTLER,3
2756,0,NON VEGETATED,BUTLER,7
2757,0,EVERGREEN SHRUBS,BUTLER,3
2758,0,LICHENS,BUTLER,6
2759,0,EVERGREEN SHRUBS,BUTLER,3
2760,0,NON VEGETATED,BUTLER,7
2761,0,BRYOPHYTES,BUTLER,1
2762,0,NON VEGETATED,BUTLER,7
2763,0,BRYOPHYTES,BUTLER,1
2764,0,EVERGREEN SHRUBS,BUTLER,3
2765,0,NON VEGETATED,BUTLER,7
2766,0,NON VEGETATED,BUTLER,7
2767,0,BRYOPHYTES,BUTLER,1
2768,0,EVERGREEN SHRUBS,BUTLER,3
2769,0,EVERGREEN SHRUBS,BUTLER,3
2770,0,BRYOPHYTES,BUTLER,1
2771,0,LICHENS,BUTLER,6
2772,0,LICHENS,BUTLER,6
2773,0,NON VEGETATED,BUTLER,7
2774,0,NON VEGETATED,BUTLER,7
2775,0,NON VEGETATED,BUTLER,7
2776,0,EVERGREEN SHRUBS,BUTLER,3
2777,0,NON VEGETATED,BUTLER,7
2778,0,NON VEGETATED,BUTLER,7
2779,0,NON VEGETATED,BUTLER,7
2780,0,NON VEGETATED,BUTLER,7
2781,0,NON VEGETATED,CARIBOUCROSSING,7
2782,0,NON VEGETATED,CARIBOUCROSSING,7
2783,0,NON VEGETATED,CARIBOUCROSSING,7
2784,0,NON VEGETATED,CARIBOUCROSSING,7
2785,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2786,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2787,0,NON VEGETATED,CARIBOUCROSSING,7
2788,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2789,0,GRAMINOIDS,CARIBOUCROSSING,5
2790,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2791,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2792,0,GRAMINOIDS,CARIBOUCROSSING,5
2793,0,NON VEGETATED,CARIBOUCROSSING,7
2794,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2795,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2796,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2797,0,GRAMINOIDS,CARIBOUCROSSING,5
2798,0,GRAMINOIDS,CARIBOUCROSSING,5
2799,0,GRAMINOIDS,CARIBOUCROSSING,5
2800,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2801,0,GRAMINOIDS,CARIBOUCROSSING,5
2802,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2803,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2804,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2805,0,GRAMINOIDS,CARIBOUCROSSING,5
2806,0,NON VEGETATED,CARIBOUCROSSING,7
2807,0,GRAMINOIDS,CARIBOUCROSSING,5
2808,0,LICHENS,CARIBOUCROSSING,6
2809,0,LICHENS,CARIBOUCROSSING,6
2810,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2811,0,GRAMINOIDS,CARIBOUCROSSING,5
2812,0,NON VEGETATED,CARIBOUCROSSING,7
2813,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2814,0,NON VEGETATED,CARIBOUCROSSING,7
2815,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2816,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2817,0,LICHENS,CARIBOUCROSSING,6
2818,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2819,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2820,0,GRAMINOIDS,CARIBOUCROSSING,5
2821,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2822,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2823,0,BRYOPHYTES,CARIBOUCROSSING,1
2824,0,NON VEGETATED,CARIBOUCROSSING,7
2825,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2826,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2827,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2828,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2829,0,NON VEGETATED,CARIBOUCROSSING,7
2830,0,BRYOPHYTES,CARIBOUCROSSING,1
2831,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2832,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2833,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2834,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2835,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2836,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2837,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2838,0,LICHENS,CARIBOUCROSSING,6
2839,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2840,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2841,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2842,0,NON VEGETATED,CARIBOUCROSSING,7
2843,0,NON VEGETATED,CARIBOUCROSSING,7
2844,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2845,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2846,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2847,0,LICHENS,CARIBOUCROSSING,6
2848,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2849,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2850,0,GRAMINOIDS,CARIBOUCROSSING,5
2851,0,BRYOPHYTES,CARIBOUCROSSING,1
2852,0,BRYOPHYTES,CARIBOUCROSSING,1
2853,0,NON VEGETATED,CARIBOUCROSSING,7
2854,0,FORBS,CARIBOUCROSSING,4
2855,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2856,0,NON VEGETATED,CARIBOUCROSSING,7
2857,0,GRAMINOIDS,CARIBOUCROSSING,5
2858,0,BRYOPHYTES,CARIBOUCROSSING,1
2859,0,FORBS,CARIBOUCROSSING,4
2860,0,FORBS,CARIBOUCROSSING,4
2861,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2862,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2863,0,LICHENS,CARIBOUCROSSING,6
2864,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2865,0,LICHENS,CARIBOUCROSSING,6
2866,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2867,0,LICHENS,CARIBOUCROSSING,6
2868,0,LICHENS,CARIBOUCROSSING,6
2869,0,LICHENS,CARIBOUCROSSING,6
2870,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2871,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2872,0,BRYOPHYTES,CARIBOUCROSSING,1
2873,0,LICHENS,CARIBOUCROSSING,6
2874,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2875,0,LICHENS,CARIBOUCROSSING,6
2876,0,BRYOPHYTES,CARIBOUCROSSING,1
2877,0,LICHENS,CARIBOUCROSSING,6
2878,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2879,0,GRAMINOIDS,CARIBOUCROSSING,5
2880,0,GRAMINOIDS,CARIBOUCROSSING,5
2881,0,GRAMINOIDS,CARIBOUCROSSING,5
2882,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2883,0,NON VEGETATED,CARIBOUCROSSING,7
2884,0,GRAMINOIDS,CARIBOUCROSSING,5
2885,0,BRYOPHYTES,CARIBOUCROSSING,1
2886,0,LICHENS,CARIBOUCROSSING,6
2887,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2888,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2889,0,GRAMINOIDS,CARIBOUCROSSING,5
2890,0,FORBS,CARIBOUCROSSING,4
2891,0,LICHENS,CARIBOUCROSSING,6
2892,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2893,0,FORBS,CARIBOUCROSSING,4
2894,0,FORBS,CARIBOUCROSSING,4
2895,0,FORBS,CARIBOUCROSSING,4
2896,0,LICHENS,CARIBOUCROSSING,6
2897,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2898,0,GRAMINOIDS,CARIBOUCROSSING,5
2899,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2900,0,FORBS,CARIBOUCROSSING,4
2901,0,FORBS,CARIBOUCROSSING,4
2902,0,BRYOPHYTES,CARIBOUCROSSING,1
2903,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2904,0,NON VEGETATED,CARIBOUCROSSING,7
2905,0,NON VEGETATED,CARIBOUCROSSING,7
2906,0,NON VEGETATED,CARIBOUCROSSING,7
2907,0,NON VEGETATED,CARIBOUCROSSING,7
2908,0,NON VEGETATED,CARIBOUCROSSING,7
2909,0,NON VEGETATED,CARIBOUCROSSING,7
2910,0,NON VEGETATED,CARIBOUCROSSING,7
2911,0,GRAMINOIDS,CARIBOUCROSSING,5
2912,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2913,0,GRAMINOIDS,CARIBOUCROSSING,5
2914,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2915,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2916,0,LICHENS,CARIBOUCROSSING,6
2917,0,LICHENS,CARIBOUCROSSING,6
2918,0,BRYOPHYTES,CARIBOUCROSSING,1
2919,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2920,0,GRAMINOIDS,CARIBOUCROSSING,5
2921,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2922,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2923,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2924,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2925,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2926,0,GRAMINOIDS,CARIBOUCROSSING,5
2927,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2928,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2929,0,BRYOPHYTES,CARIBOUCROSSING,1
2930,0,BRYOPHYTES,CARIBOUCROSSING,1
2931,0,BRYOPHYTES,CARIBOUCROSSING,1
2932,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2933,0,BRYOPHYTES,CARIBOUCROSSING,1
2934,0,NON VEGETATED,CARIBOUCROSSING,7
2935,0,LICHENS,CARIBOUCROSSING,6
2936,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2937,0,GRAMINOIDS,CARIBOUCROSSING,5
2938,0,GRAMINOIDS,CARIBOUCROSSING,5
2939,0,BRYOPHYTES,CARIBOUCROSSING,1
2940,0,GRAMINOIDS,CARIBOUCROSSING,5
2941,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2942,0,GRAMINOIDS,CARIBOUCROSSING,5
2943,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2944,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2945,0,BRYOPHYTES,CARIBOUCROSSING,1
2946,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2947,0,GRAMINOIDS,CARIBOUCROSSING,5
2948,0,BRYOPHYTES,CARIBOUCROSSING,1
2949,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2950,0,GRAMINOIDS,CARIBOUCROSSING,5
2951,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2952,0,LICHENS,CARIBOUCROSSING,6
2953,0,BRYOPHYTES,CARIBOUCROSSING,1
2954,0,GRAMINOIDS,CARIBOUCROSSING,5
2955,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2956,0,BRYOPHYTES,CARIBOUCROSSING,1
2957,0,FORBS,CARIBOUCROSSING,4
2958,0,FORBS,CARIBOUCROSSING,4
2959,0,FORBS,CARIBOUCROSSING,4
2960,0,FORBS,CARIBOUCROSSING,4
2961,0,GRAMINOIDS,CARIBOUCROSSING,5
2962,0,BRYOPHYTES,CARIBOUCROSSING,1
2963,0,LICHENS,CARIBOUCROSSING,6
2964,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2965,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2966,0,LICHENS,CARIBOUCROSSING,6
2967,0,EVERGREEN SHRUBS,CARIBOUCROSSING,3
2968,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2969,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2970,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2971,0,GRAMINOIDS,CARIBOUCROSSING,5
2972,0,BRYOPHYTES,CARIBOUCROSSING,1
2973,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2974,0,GRAMINOIDS,CARIBOUCROSSING,5
2975,0,GRAMINOIDS,CARIBOUCROSSING,5
2976,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2977,0,BRYOPHYTES,CARIBOUCROSSING,1
2978,0,BRYOPHYTES,CARIBOUCROSSING,1
2979,0,GRAMINOIDS,CARIBOUCROSSING,5
2980,0,BRYOPHYTES,CARIBOUCROSSING,1
2981,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2982,0,NON VEGETATED,CARIBOUCROSSING,7
2983,0,BRYOPHYTES,CARIBOUCROSSING,1
2984,0,NON VEGETATED,CARIBOUCROSSING,7
2985,0,BRYOPHYTES,CARIBOUCROSSING,1
2986,0,NON VEGETATED,CARIBOUCROSSING,7
2987,0,GRAMINOIDS,CARIBOUCROSSING,5
2988,0,BRYOPHYTES,CARIBOUCROSSING,1
2989,0,NON VEGETATED,CARIBOUCROSSING,7
2990,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2991,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2992,0,BRYOPHYTES,CARIBOUCROSSING,1
2993,0,BRYOPHYTES,CARIBOUCROSSING,1
2994,0,NON VEGETATED,CARIBOUCROSSING,7
2995,0,DECIDUOUS SHRUBS,CARIBOUCROSSING,2
2996,0,NON VEGETATED,CARIBOUCROSSING,7
2997,0,BRYOPHYTES,CARIBOUCROSSING,1
2998,0,BRYOPHYTES,CARIBOUCROSSING,1
2999,0,FORBS,AMSUMMIT,4
3000,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3001,0,GRAMINOIDS,AMSUMMIT,5
3002,0,BRYOPHYTES,AMSUMMIT,1
3003,0,NON VEGETATED,AMSUMMIT,7
3004,0,NON VEGETATED,AMSUMMIT,7
3005,0,NON VEGETATED,AMSUMMIT,7
3006,0,BRYOPHYTES,AMSUMMIT,1
3007,0,BRYOPHYTES,AMSUMMIT,1
3008,0,GRAMINOIDS,AMSUMMIT,5
3009,0,GRAMINOIDS,AMSUMMIT,5
3010,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3011,0,BRYOPHYTES,AMSUMMIT,1
3012,0,NON VEGETATED,AMSUMMIT,7
3013,0,NON VEGETATED,AMSUMMIT,7
3014,0,NON VEGETATED,AMSUMMIT,7
3015,0,NON VEGETATED,AMSUMMIT,7
3016,0,NON VEGETATED,AMSUMMIT,7
3017,0,BRYOPHYTES,AMSUMMIT,1
3018,0,FORBS,AMSUMMIT,4
3019,0,NON VEGETATED,AMSUMMIT,7
3020,0,GRAMINOIDS,AMSUMMIT,5
3021,0,GRAMINOIDS,AMSUMMIT,5
3022,0,BRYOPHYTES,AMSUMMIT,1
3023,0,FORBS,AMSUMMIT,4
3024,0,GRAMINOIDS,AMSUMMIT,5
3025,0,GRAMINOIDS,AMSUMMIT,5
3026,0,GRAMINOIDS,AMSUMMIT,5
3027,0,BRYOPHYTES,AMSUMMIT,1
3028,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3029,0,NON VEGETATED,AMSUMMIT,7
3030,0,GRAMINOIDS,AMSUMMIT,5
3031,0,NON VEGETATED,AMSUMMIT,7
3032,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3033,0,GRAMINOIDS,AMSUMMIT,5
3034,0,GRAMINOIDS,AMSUMMIT,5
3035,0,GRAMINOIDS,AMSUMMIT,5
3036,0,GRAMINOIDS,AMSUMMIT,5
3037,0,BRYOPHYTES,AMSUMMIT,1
3038,0,EVERGREEN SHRUBS,AMSUMMIT,3
3039,0,GRAMINOIDS,AMSUMMIT,5
3040,0,GRAMINOIDS,AMSUMMIT,5
3041,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3042,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3043,0,BRYOPHYTES,AMSUMMIT,1
3044,0,NON VEGETATED,AMSUMMIT,7
3045,0,BRYOPHYTES,AMSUMMIT,1
3046,0,NON VEGETATED,AMSUMMIT,7
3047,0,NON VEGETATED,AMSUMMIT,7
3048,0,GRAMINOIDS,AMSUMMIT,5
3049,0,BRYOPHYTES,AMSUMMIT,1
3050,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3051,0,NON VEGETATED,AMSUMMIT,7
3052,0,NON VEGETATED,AMSUMMIT,7
3053,0,NON VEGETATED,AMSUMMIT,7
3054,0,NON VEGETATED,AMSUMMIT,7
3055,0,NON VEGETATED,AMSUMMIT,7
3056,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3057,0,GRAMINOIDS,AMSUMMIT,5
3058,0,NON VEGETATED,AMSUMMIT,7
3059,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3060,0,FORBS,AMSUMMIT,4
3061,0,FORBS,AMSUMMIT,4
3062,0,FORBS,AMSUMMIT,4
3063,0,FORBS,AMSUMMIT,4
3064,0,FORBS,AMSUMMIT,4
3065,0,FORBS,AMSUMMIT,4
3066,0,GRAMINOIDS,AMSUMMIT,5
3067,0,BRYOPHYTES,AMSUMMIT,1
3068,0,NON VEGETATED,AMSUMMIT,7
3069,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3070,0,FORBS,AMSUMMIT,4
3071,0,GRAMINOIDS,AMSUMMIT,5
3072,0,DECIDUOUS SHRUBS,AMSUMMIT,2
3073,0,LICHENS,COALCREEK,6
3074,0,NON VEGETATED,COALCREEK,7
3075,0,LICHENS,COALCREEK,6
3076,0,EVERGREEN SHRUBS,COALCREEK,3
3077,0,LICHENS,COALCREEK,6
3078,0,LICHENS,COALCREEK,6
3079,0,EVERGREEN SHRUBS,COALCREEK,3
3080,0,EVERGREEN SHRUBS,COALCREEK,3
3081,0,NON VEGETATED,COALCREEK,7
3082,0,EVERGREEN SHRUBS,COALCREEK,3
3083,0,NON VEGETATED,COALCREEK,7
3084,0,LICHENS,COALCREEK,6
3085,0,EVERGREEN SHRUBS,COALCREEK,3
3086,0,EVERGREEN SHRUBS,COALCREEK,3
3087,0,NON VEGETATED,COALCREEK,7
3088,0,NON VEGETATED,COALCREEK,7
3089,0,DECIDUOUS SHRUBS,COALCREEK,2
3090,0,LICHENS,COALCREEK,6
3091,0,DECIDUOUS SHRUBS,COALCREEK,2
3092,0,LICHENS,COALCREEK,6
3093,0,LICHENS,COALCREEK,6
3094,0,DECIDUOUS SHRUBS,COALCREEK,2
3095,0,DECIDUOUS SHRUBS,COALCREEK,2
3096,0,LICHENS,COALCREEK,6
3097,0,NON VEGETATED,COALCREEK,7
3098,0,DECIDUOUS SHRUBS,COALCREEK,2
3099,0,NON VEGETATED,COALCREEK,7
3100,0,GRAMINOIDS,COALCREEK,5
3101,0,DECIDUOUS SHRUBS,COALCREEK,2
3102,0,LICHENS,COALCREEK,6
3103,0,GRAMINOIDS,COALCREEK,5
3104,0,LICHENS,COALCREEK,6
3105,0,DECIDUOUS SHRUBS,COALCREEK,2
3106,0,DECIDUOUS SHRUBS,COALCREEK,2
3107,0,GRAMINOIDS,COALCREEK,5
3108,0,DECIDUOUS SHRUBS,COALCREEK,2
3109,0,DECIDUOUS SHRUBS,COALCREEK,2
3110,0,NON VEGETATED,COALCREEK,7
3111,0,EVERGREEN SHRUBS,COALCREEK,3
3112,0,EVERGREEN SHRUBS,COALCREEK,3
3113,0,EVERGREEN SHRUBS,COALCREEK,3
3114,0,EVERGREEN SHRUBS,COALCREEK,3
3115,0,LICHENS,COALCREEK,6
3116,0,EVERGREEN SHRUBS,COALCREEK,3
3117,0,DECIDUOUS SHRUBS,COALCREEK,2
3118,0,LICHENS,COALCREEK,6
3119,0,NON VEGETATED,COALCREEK,7
3120,0,TREES,COALCREEK,9
3121,0,DECIDUOUS SHRUBS,COALCREEK,2
3122,0,EVERGREEN SHRUBS,COALCREEK,3
3123,0,LICHENS,COALCREEK,6
3124,0,DECIDUOUS SHRUBS,COALCREEK,2
3125,0,BRYOPHYTES,COALCREEK,1
3126,0,LICHENS,COALCREEK,6
3127,0,LICHENS,COALCREEK,6
3128,0,NON VEGETATED,COALCREEK,7
3129,0,EVERGREEN SHRUBS,COALCREEK,3
3130,0,EVERGREEN SHRUBS,COALCREEK,3
3131,0,EVERGREEN SHRUBS,COALCREEK,3
3132,0,DECIDUOUS SHRUBS,COALCREEK,2
3133,0,NON VEGETATED,COALCREEK,7
3134,0,EVERGREEN SHRUBS,COALCREEK,3
3135,0,DECIDUOUS SHRUBS,COALCREEK,2
3136,0,LICHENS,COALCREEK,6
3137,0,DECIDUOUS SHRUBS,COALCREEK,2
3138,0,DECIDUOUS SHRUBS,COALCREEK,2
3139,0,NON VEGETATED,COALCREEK,7
3140,0,NON VEGETATED,COALCREEK,7
3141,0,LICHENS,COALCREEK,6
3142,0,EVERGREEN SHRUBS,COALCREEK,3
3143,0,LICHENS,COALCREEK,6
3144,0,NON VEGETATED,COALCREEK,7
3145,0,EVERGREEN SHRUBS,COALCREEK,3
3146,0,NON VEGETATED,COALCREEK,7
3147,0,NON VEGETATED,COALCREEK,7
3148,0,BRYOPHYTES,COALCREEK,1
3149,0,LICHENS,COALCREEK,6
3150,0,LICHENS,COALCREEK,6
3151,0,NON VEGETATED,COALCREEK,7
3152,0,EVERGREEN SHRUBS,COALCREEK,3
3153,0,EVERGREEN SHRUBS,COALCREEK,3
3154,0,NON VEGETATED,COALCREEK,7
3155,0,LICHENS,COALCREEK,6
3156,0,NON VEGETATED,COALCREEK,7
3157,0,DECIDUOUS SHRUBS,COALCREEK,2
3158,0,NON VEGETATED,COALCREEK,7
3159,0,NON VEGETATED,COALCREEK,7
3160,0,NON VEGETATED,COALCREEK,7
3161,0,NON VEGETATED,COALCREEK,7
3162,0,DECIDUOUS SHRUBS,COALCREEK,2
3163,0,NON VEGETATED,COALCREEK,7
3164,0,DECIDUOUS SHRUBS,COALCREEK,2
3165,0,DECIDUOUS SHRUBS,COALCREEK,2
3166,0,EVERGREEN SHRUBS,COALCREEK,3
3167,0,NON VEGETATED,COALCREEK,7
3168,0,EVERGREEN SHRUBS,COALCREEK,3
3169,0,NON VEGETATED,COALCREEK,7
3170,0,EVERGREEN SHRUBS,COALCREEK,3
3171,0,EVERGREEN SHRUBS,COALCREEK,3
3172,0,NON VEGETATED,COALCREEK,7
3173,0,LICHENS,COALCREEK,6
3174,0,GRAMINOIDS,COALCREEK,5
3175,0,NON VEGETATED,COALCREEK,7
3176,0,GRAMINOIDS,COALCREEK,5
3177,0,EVERGREEN SHRUBS,COALCREEK,3
3178,0,GRAMINOIDS,COALCREEK,5
3179,0,EVERGREEN SHRUBS,COALCREEK,3
3180,0,DECIDUOUS SHRUBS,COALCREEK,2
3181,0,EVERGREEN SHRUBS,COALCREEK,3
3182,0,NON VEGETATED,COALCREEK,7
3183,0,DECIDUOUS SHRUBS,COALCREEK,2
3184,0,NON VEGETATED,COALCREEK,7
3185,0,LICHENS,COALCREEK,6
3186,0,LICHENS,COALCREEK,6
3187,0,LICHENS,COALCREEK,6
3188,0,NON VEGETATED,COALCREEK,7
3189,0,EVERGREEN SHRUBS,COALCREEK,3
3190,0,DECIDUOUS SHRUBS,COALCREEK,2
3191,0,EVERGREEN SHRUBS,COALCREEK,3
3192,0,EVERGREEN SHRUBS,COALCREEK,3
3193,0,EVERGREEN SHRUBS,COALCREEK,3
3194,0,NON VEGETATED,COALCREEK,7
3195,0,DECIDUOUS SHRUBS,COALCREEK,2
3196,0,EVERGREEN SHRUBS,COALCREEK,3
3197,0,EVERGREEN SHRUBS,COALCREEK,3
3198,0,LICHENS,COALCREEK,6
3199,0,EVERGREEN SHRUBS,COALCREEK,3
3200,0,EVERGREEN SHRUBS,COALCREEK,3
3201,0,LICHENS,COALCREEK,6
3202,0,NON VEGETATED,COALCREEK,7
3203,0,EVERGREEN SHRUBS,COALCREEK,3
3204,0,GRAMINOIDS,COALCREEK,5
3205,0,DECIDUOUS SHRUBS,COALCREEK,2
3206,0,LICHENS,COALCREEK,6
3207,0,NON VEGETATED,COALCREEK,7
3208,0,EVERGREEN SHRUBS,COALCREEK,3
3209,0,EVERGREEN SHRUBS,COALCREEK,3
3210,0,LICHENS,COALCREEK,6
3211,0,NON VEGETATED,COALCREEK,7
3212,0,LICHENS,COALCREEK,6
3213,0,NON VEGETATED,COALCREEK,7
3214,0,EVERGREEN SHRUBS,COALCREEK,3
3215,0,EVERGREEN SHRUBS,COALCREEK,3
3216,0,EVERGREEN SHRUBS,COALCREEK,3
3217,0,NON VEGETATED,COALCREEK,7
3218,0,EVERGREEN SHRUBS,COALCREEK,3
3219,0,LICHENS,COALCREEK,6
3220,0,LICHENS,COALCREEK,6
3221,0,EVERGREEN SHRUBS,COALCREEK,3
3222,0,EVERGREEN SHRUBS,COALCREEK,3
3223,0,NON VEGETATED,COALCREEK,7
3224,0,GRAMINOIDS,COALCREEK,5
3225,0,EVERGREEN SHRUBS,COALCREEK,3
3226,0,EVERGREEN SHRUBS,COALCREEK,3
3227,0,NON VEGETATED,COALCREEK,7
3228,0,LICHENS,COALCREEK,6
3229,0,LICHENS,EXCELSIOR,6
3230,0,EVERGREEN SHRUBS,EXCELSIOR,3
3231,0,DECIDUOUS SHRUBS,EXCELSIOR,2
3232,0,EVERGREEN SHRUBS,EXCELSIOR,3
3233,0,DECIDUOUS SHRUBS,EXCELSIOR,2
3234,0,BRYOPHYTES,EXCELSIOR,1
3235,0,EVERGREEN SHRUBS,EXCELSIOR,3
3236,0,DECIDUOUS SHRUBS,EXCELSIOR,2
3237,0,LICHENS,EXCELSIOR,6
3238,0,EVERGREEN SHRUBS,EXCELSIOR,3
3239,0,EVERGREEN SHRUBS,EXCELSIOR,3
3240,0,EVERGREEN SHRUBS,EXCELSIOR,3
3241,0,NON VEGETATED,EXCELSIOR,7
3242,0,LICHENS,EXCELSIOR,6
3243,0,BRYOPHYTES,EXCELSIOR,1
3244,0,LICHENS,EXCELSIOR,6
3245,0,NON VEGETATED,EXCELSIOR,7
3246,0,BRYOPHYTES,EXCELSIOR,1
3247,0,EVERGREEN SHRUBS,EXCELSIOR,3
3248,0,EVERGREEN SHRUBS,EXCELSIOR,3
3249,0,LICHENS,EXCELSIOR,6
3250,0,NON VEGETATED,EXCELSIOR,7
3251,0,NON VEGETATED,EXCELSIOR,7
3252,0,NON VEGETATED,EXCELSIOR,7
3253,0,DECIDUOUS SHRUBS,EXCELSIOR,2
3254,0,DECIDUOUS SHRUBS,EXCELSIOR,2
3255,0,LICHENS,EXCELSIOR,6
3256,0,DECIDUOUS SHRUBS,EXCELSIOR,2
3257,0,LICHENS,EXCELSIOR,6
