"site_code","quadrat_num","PFT","weight_observed","cover_observed","cover_predicted","quad_label","weight_predicted_ci","weight_predicted","weight_predicted_lwr","weight_predicted_upr"
"FRYINGPAN","50m","GRAMINOIDS",5.99,"15","28.38","FRYINGPAN 50m",4.060973604,7.132425076,5.819821445,9.276909947
"FRYINGPAN","50m","LICHENS",50.57,"30","23.73","FRYINGPAN 50m",21.02531545,30.01340021,19.70518558,42.14415801
"FRYINGPAN","70m","GRAMINOIDS",2.75,"4","10.84","FRYINGPAN 70m",1.892344571,3.691503367,3.003514685,5.548875027
"FRYINGPAN","70m","LICHENS",9.15,"8","9.36","FRYINGPAN 70m",9.551033446,13.74281468,9.095028653,18.85194165
"FRYINGPAN","90m","GRAMINOIDS",9.55,"25","25.49","FRYINGPAN 90m",5.368641907,12.3153268,9.589865132,14.67541944
"FRYINGPAN","90m","LICHENS",14.17,"10","1.01","FRYINGPAN 90m",13.99934082,19.44617635,12.96951243,26.72983718
"GRANITE","10m","FORBS",5.86,"8","1.29","GRANITE 10m",0.723509907,0.651943889,0.398897698,0.918651346
"GRANITE","10m","GRAMINOIDS",18.83,"45","25.92","GRANITE 10m",8.22468307,17.02804973,14.61691472,19.66493589
"GRANITE","30m","DECIDUOUS SHRUBS",221.29,"82","88.72","GRANITE 30m",186.4220376,223.9287364,141.1850513,327.6583884
"GRANITE","30m","FORBS",1.13,"0","1.66","GRANITE 30m",2.717739314,3.784025714,1.518662654,5.851616532
"GRANITE","30m","GRAMINOIDS",14.75,"14","1.66","GRANITE 30m",3.131701171,4.387519687,3.025409359,4.693278022
"GRANITE","50m","EVERGREEN SHRUBS",0,"0","11.36","GRANITE 50m",3.101552306,6.376910899,4.428787913,7.566531105
"GRANITE","50m","FORBS",0.35,"1.01","1.28","GRANITE 50m",0.158426655,0.191971615,0.07156467,0.203520268
"GRANITE","50m","GRAMINOIDS",18.92,"55","80.6","GRANITE 50m",6.016605115,14.58220751,12.23279559,18.22409436
"GRANITE","70m","DECIDUOUS SHRUBS",0,"2.01","10.59","GRANITE 70m",4.747921025,6.202750462,3.896150276,8.994978126
"GRANITE","70m","EVERGREEN SHRUBS",33.74,"31","12.44","GRANITE 70m",9.546487265,18.50541066,12.73111283,22.94505897
"GRANITE","70m","FORBS",4.94,"4.01","0.61","GRANITE 70m",0.267290495,0.089986689,0.041317906,0.157361023
"GRANITE","70m","GRAMINOIDS",35.65,"63","70.71","GRANITE 70m",12.53083489,31.3222261,26.78922623,38.17661731
"GRANITE","90m","FORBS",0.95,"5","0.36","GRANITE 90m",0,0.058191393,0,0.101760134
"GRANITE","90m","GRAMINOIDS",3.37,"22","24.22","GRANITE 90m",1.761165611,3.900228625,3.836295604,5.367949122
"GULCH","10m","DECIDUOUS SHRUBS",3.97,"1","33.88","GULCH 10m",22.30264531,27.34647304,18.22447163,39.74908593
"GULCH","10m","EVERGREEN SHRUBS",11.67,"0.01","9.25","GULCH 10m",5.18962732,8.346781161,6.121846277,11.44463015
"GULCH","10m","FORBS",28.2,"76.01","42.45","GULCH 10m",35.06535487,32.26777642,16.29577775,51.7553017
"GULCH","10m","GRAMINOIDS",9.6,"23","12.93","GULCH 10m",4.258234201,6.153540589,4.44231941,9.017924496
"GULCH","30m","FORBS",0.67,"2","12.08","GULCH 30m",7.961756307,8.148416102,4.853447289,12.5871297
"GULCH","30m","GRAMINOIDS",11.74,"40","12.7","GULCH 30m",1.783084854,3.094777322,2.723288175,4.422016463
"GULCH","50m","FORBS",2.87,"7.01","20.89","GULCH 50m",16.71432524,16.49632001,10.5955188,27.06851055
"GULCH","50m","GRAMINOIDS",4.42,"20","41.57","GULCH 50m",9.481329308,19.97628552,15.52959379,24.86940472
"GULCH","70m","DECIDUOUS SHRUBS",207.81,"90","79.33","GULCH 70m",156.053278,213.6190661,144.8800431,299.6231548
"GULCH","70m","EVERGREEN SHRUBS",0,"0","2.88","GULCH 70m",3.730163326,4.877560873,4.00579939,7.218235113
"GULCH","70m","FORBS",3.85,"0","13.56","GULCH 70m",27.21418562,30.25390412,15.80836374,45.49084064
"GULCH","70m","GRAMINOIDS",15.37,"10","4.09","GULCH 70m",5.609152602,7.176881351,4.550007556,9.518763155
"GULCH","90m","FORBS",4.3,"10.01","16.18","GULCH 90m",7.385125698,8.664138271,5.407240829,12.43639522
"GULCH","90m","GRAMINOIDS",1.61,"5","6.97","GULCH 90m",1.468802562,2.599202078,1.638859655,3.088115868
"KINGSOLOMON","10m","DECIDUOUS SHRUBS",83.587,"62.01","42.46","KINGSOLOMON 10m",28.54609638,55.65996984,39.64758338,67.41703729
"KINGSOLOMON","10m","EVERGREEN SHRUBS",35.161,"34","30.6","KINGSOLOMON 10m",19.72699556,36.80557587,28.08637202,51.67230677
"KINGSOLOMON","10m","FORBS",0,"0","3.56","KINGSOLOMON 10m",2.017573096,2.935454041,2.203210078,3.495789811
"KINGSOLOMON","10m","LICHENS",6.563,"2.01","6.87","KINGSOLOMON 10m",13.50876084,13.3461189,8.157602757,21.34279834
"KINGSOLOMON","30m","DECIDUOUS SHRUBS",103.024,"86","56.83","KINGSOLOMON 30m",41.07188532,74.76767844,56.27916483,95.17796998
"KINGSOLOMON","30m","EVERGREEN SHRUBS",0,"0","2.34","KINGSOLOMON 30m",0.557571385,1.615287356,0.935842931,3.494499505
"KINGSOLOMON","30m","LICHENS",74.475,"14.02","2.34","KINGSOLOMON 30m",3.377050534,2.982288636,2.549750604,4.577982768
"KINGSOLOMON","50m","DECIDUOUS SHRUBS",37.301,"59","22.34","KINGSOLOMON 50m",10.44002494,18.63262359,13.03008169,21.98096738
"KINGSOLOMON","50m","EVERGREEN SHRUBS",63.197,"40","68.69","KINGSOLOMON 50m",18.54236437,36.11649312,28.40111467,47.9791583
"KINGSOLOMON","50m","FORBS",0,"0","3.47","KINGSOLOMON 50m",1.958573591,2.398995161,1.409088777,2.821088526
"KINGSOLOMON","50m","GRAMINOIDS",0.72,"1","0.15","KINGSOLOMON 50m",0.016330335,0.034185412,0.004911482,0.00718273
"KINGSOLOMON","50m","LICHENS",1.461,"0.02","1.68","KINGSOLOMON 50m",1.802427214,1.452133015,0.860079296,3.882250354
"KINGSOLOMON","70m","DECIDUOUS SHRUBS",18.256,"48.01","38.67","KINGSOLOMON 70m",12.82879888,20.48749171,14.31830854,26.91299155
"KINGSOLOMON","70m","EVERGREEN SHRUBS",26.852,"32","24.08","KINGSOLOMON 70m",12.61457012,17.92909008,10.37583308,24.45332025
"KINGSOLOMON","70m","FORBS",0,"0","9.64","KINGSOLOMON 70m",3.663867116,2.875710645,1.742172047,4.824489472
"KINGSOLOMON","70m","GRAMINOIDS",0.249,"0.01","0.1","KINGSOLOMON 70m",0,0,0,0
"KINGSOLOMON","70m","LICHENS",32.671,"20.01","23.01","KINGSOLOMON 70m",28.95289181,30.05595189,19.07002011,47.36960357
"KINGSOLOMON","90m","DECIDUOUS SHRUBS",257.73,"97","38.16","KINGSOLOMON 90m",20.04711701,37.75646306,27.80529997,48.88010282
"KINGSOLOMON","90m","EVERGREEN SHRUBS",3.751,"2","29.29","KINGSOLOMON 90m",13.77812365,26.77417034,19.45398674,33.57626273
"KINGSOLOMON","90m","FORBS",0,"0","1.22","KINGSOLOMON 90m",0.329755843,0.077714033,0.231738195,0.695813671
"KINGSOLOMON","90m","GRAMINOIDS",0,"0.01","1.38","KINGSOLOMON 90m",1.774019131,2.033194378,1.65467158,4.232576963
"KINGSOLOMON","90m","LICHENS",1.095,"0.02","4.13","KINGSOLOMON 90m",5.663179218,6.666148346,3.723500963,8.177901287
"LOWERQUARRY","10m","DECIDUOUS SHRUBS",8.974,"12.01","1.43","LOWERQUARRY 10m",0.194345594,0.489093231,0.434177359,0.316684501
"LOWERQUARRY","10m","EVERGREEN SHRUBS",14.534,"8.01","18.17","LOWERQUARRY 10m",4.007142017,10.19559728,8.533040611,13.874471
"LOWERQUARRY","10m","GRAMINOIDS",8.449,"65.01","66.51","LOWERQUARRY 10m",5.20105215,12.35962955,10.23275209,15.44234974
"LOWERQUARRY","10m","LICHENS",31.526,"14","2.78","LOWERQUARRY 10m",1.218331469,2.500600486,1.575599593,1.90641812
"LOWERQUARRY","30m","DECIDUOUS SHRUBS",9.708,"12","2.08","LOWERQUARRY 30m",0.353157595,0.848377417,0.864925754,1.028028796
"LOWERQUARRY","30m","EVERGREEN SHRUBS",5.629,"3.01","16","LOWERQUARRY 30m",2.504143968,7.790319526,5.965900576,9.239072771
"LOWERQUARRY","30m","FORBS",0.141,"0.03","1.01","LOWERQUARRY 30m",0.166587696,0.218259549,0.24256008,0.417880019
"LOWERQUARRY","30m","GRAMINOIDS",3.461,"30.02","34.96","LOWERQUARRY 30m",2.664520172,5.571914413,4.623330012,7.613115181
"LOWERQUARRY","30m","LICHENS",2.509,"10","4.25","LOWERQUARRY 30m",3.04205622,4.802417808,3.143287442,5.381414413
"LOWERQUARRY","50m","EVERGREEN SHRUBS",21.389,"14.01","17.35","LOWERQUARRY 50m",3.274742551,9.721248479,7.735820646,11.34401496
"LOWERQUARRY","50m","FORBS",1.648,"3","0.08","LOWERQUARRY 50m",0.007434953,0,0,0
"LOWERQUARRY","50m","GRAMINOIDS",16.457,"75","63.47","LOWERQUARRY 50m",3.990103664,9.444214686,8.028549415,11.95613616
"LOWERQUARRY","50m","LICHENS",5.079,"2.01","1.57","LOWERQUARRY 50m",0.892170994,1.618742623,1.166650706,1.8522589
"LOWERQUARRY","70m","DECIDUOUS SHRUBS",29.74,"12","4.56","LOWERQUARRY 70m",4.661175333,10.6034551,6.997997785,12.37929873
"LOWERQUARRY","70m","EVERGREEN SHRUBS",12.606,"13.01","10.01","LOWERQUARRY 70m",2.371044725,5.734878279,4.835350572,7.435057868
"LOWERQUARRY","70m","FORBS",1.04,"4","12.12","LOWERQUARRY 70m",7.84373561,9.161024412,5.443540997,12.68066865
"LOWERQUARRY","70m","GRAMINOIDS",7.871,"45.01","49.72","LOWERQUARRY 70m",5.810834905,11.24868412,9.200650682,14.49392577
"LOWERQUARRY","70m","LICHENS",0,"1.02","5.26","LOWERQUARRY 70m",10.45496367,15.6080568,11.39880339,22.3174887
"LOWERQUARRY","90m","DECIDUOUS SHRUBS",7.047,"5","7.51","LOWERQUARRY 90m",2.481576853,6.404272174,5.373566454,7.990956059
"LOWERQUARRY","90m","EVERGREEN SHRUBS",33.684,"13","12.71","LOWERQUARRY 90m",4.283536593,13.33456366,10.22588584,15.56270466
"LOWERQUARRY","90m","FORBS",0.038,"0.01","4.87","LOWERQUARRY 90m",1.936925496,4.018065006,2.399375717,5.166645195
"LOWERQUARRY","90m","GRAMINOIDS",10.73,"70.01","51.91","LOWERQUARRY 90m",8.0345903,16.39294247,13.59434345,21.40299002
"LOWERQUARRY","90m","LICHENS",6.52,"4.05","4.67","LOWERQUARRY 90m",14.48440458,19.4717815,15.21612797,27.98948037
"MATSONCREEK","10m","GRAMINOIDS",10.65,"15","48.53","MATSONCREEK 10m",24.44393256,21.67690715,11.66462178,36.32829394
"MATSONCREEK","30m","GRAMINOIDS",4.45,"13","33.06","MATSONCREEK 30m",6.34836505,5.905551911,3.262523888,9.519678263
"MATSONCREEK","30m","LICHENS",14.59,"19","0.59","MATSONCREEK 30m",0,0,0,0
"MATSONCREEK","50m","GRAMINOIDS",15.7,"32","33.08","MATSONCREEK 50m",26.0988338,26.97561857,16.03183281,40.14866943
"MATSONCREEK","70m","GRAMINOIDS",3.41,"10","56.8","MATSONCREEK 70m",9.844266853,8.91878969,4.845791359,14.72624342
"MATSONCREEK","90m","GRAMINOIDS",4.09,"15","37.83","MATSONCREEK 90m",14.08901837,12.97761761,6.908207202,19.8847151
"MATSONCREEK","90m","LICHENS",3.7,"7","0.5","MATSONCREEK 90m",0.021614787,0.055535473,0.045253869,0.066868655
"MOLLYCREEK","10m","GRAMINOIDS",3.17,"5","0.67","MOLLYCREEK 10m",1.521257266,2.046816871,0.867879035,3.134942114
"MOLLYCREEK","30m","GRAMINOIDS",0.98,"10","12.43","MOLLYCREEK 30m",1.380871778,1.251881779,0.672453784,1.997004521
"MOLLYCREEK","30m","LICHENS",23.86,"30.02","69.45","MOLLYCREEK 30m",3.019012598,6.669437874,5.441692908,8.203621945
"MOLLYCREEK","50m","GRAMINOIDS",0.75,"2","5.49","MOLLYCREEK 50m",1.549732454,1.301294303,0.562251301,2.481174076
"MOLLYCREEK","50m","LICHENS",18.12,"25","23.94","MOLLYCREEK 50m",1.782176838,4.265245502,3.420963584,5.077440337
"MOLLYCREEK","70m","GRAMINOIDS",1.63,"10","5.16","MOLLYCREEK 70m",3.253418974,3.932951008,2.522259265,5.715820758
"MOLLYCREEK","70m","LICHENS",2.34,"5.01","13.42","MOLLYCREEK 70m",2.959759521,7.286425999,4.398920194,7.596655424
"MOLLYCREEK","90m","GRAMINOIDS",1.54,"5","2.2","MOLLYCREEK 90m",1.466251068,1.745472828,1.295566667,2.41292114
"MOLLYCREEK","90m","LICHENS",0,"0.01","0.07","MOLLYCREEK 90m",0,0,0.102311067,0
"MOSQUITOCREEK","10m","DECIDUOUS SHRUBS",0,"0","1.92","MOSQUITOCREEK 10m",0.194608767,0.295871727,0.219542824,0.384680377
"MOSQUITOCREEK","10m","EVERGREEN SHRUBS",14.23,"75.01","50.31","MOSQUITOCREEK 10m",8.115739188,11.13012875,7.381601121,15.29134429
"MOSQUITOCREEK","10m","FORBS",0.4,"0.02","0.42","MOSQUITOCREEK 10m",0.020390105,0.031331994,0.021966279,0.042356383
"MOSQUITOCREEK","10m","GRAMINOIDS",0.55,"5","8.05","MOSQUITOCREEK 10m",0.79715489,0.916862145,0.775332113,1.458670198
"MOSQUITOCREEK","10m","LICHENS",4.86,"10.01","26.4","MOSQUITOCREEK 10m",4.677148043,2.43083516,0.806684079,5.922103872
"MOSQUITOCREEK","30m","DECIDUOUS SHRUBS",198.54,"42","69.63","MOSQUITOCREEK 30m",44.52133486,72.42430633,51.55143816,97.02063505
"MOSQUITOCREEK","30m","EVERGREEN SHRUBS",21.5,"33","5.5","MOSQUITOCREEK 30m",3.513276835,5.301079199,4.023753217,7.271158611
"MOSQUITOCREEK","30m","FORBS",0,"0","0.85","MOSQUITOCREEK 30m",0.626577877,0.957279243,0.433165269,1.017846897
"MOSQUITOCREEK","30m","GRAMINOIDS",0,"0","1.27","MOSQUITOCREEK 30m",0.181247715,0.174572144,0.285404691,0.422825664
"MOSQUITOCREEK","30m","LICHENS",1.76,"5","0.87","MOSQUITOCREEK 30m",0.750765532,0.681592859,0.297211321,0.85575439
"MOSQUITOCREEK","50m","FORBS",0,"0","2.03","MOSQUITOCREEK 50m",0.811059094,0.539141769,0.251813289,1.334160574
"MOSQUITOCREEK","50m","GRAMINOIDS",0,"0.01","7.61","MOSQUITOCREEK 50m",1.677497803,2.311671032,1.832878857,3.451277314
"MOSQUITOCREEK","50m","LICHENS",5.4,"20","16.74","MOSQUITOCREEK 50m",17.75046208,8.794269335,3.135551964,20.51504486
"OBRIAN","10m","EVERGREEN SHRUBS",13.733,"33","40.13","OBRIAN 10m",9.813593568,21.10960599,17.34048569,23.6354639
"OBRIAN","10m","FORBS",0.991,"4.01","0.73","OBRIAN 10m",0.031822626,0.084525272,0.066067934,0.097890556
"OBRIAN","10m","GRAMINOIDS",0.932,"8","7.25","OBRIAN 10m",0.683574645,2.8880249,2.140655718,2.569809902
"OBRIAN","10m","LICHENS",73.644,"45","19.2","OBRIAN 10m",14.93703462,33.36801167,24.15916879,44.90942176
"OBRIAN","30m","DECIDUOUS SHRUBS",0,"0","5.71","OBRIAN 30m",0.448954457,0.779926265,0.583882323,0.947359743
"OBRIAN","30m","EVERGREEN SHRUBS",49.812,"41","34.26","OBRIAN 30m",6.048787721,15.000851,12.14950638,17.90499422
"OBRIAN","30m","FORBS",0.059,"0.01","1.1","OBRIAN 30m",0.031761035,0.030595439,0.01677561,0.048536647
"OBRIAN","30m","GRAMINOIDS",0.009,"0.01","5.88","OBRIAN 30m",0.699754165,1.399838323,1.427955135,2.227945456
"OBRIAN","30m","LICHENS",42.339,"32","25.78","OBRIAN 30m",10.58687215,21.89903751,16.43267195,28.16986563
"OBRIAN","50m","DECIDUOUS SHRUBS",0.762,"2","1.5","OBRIAN 50m",0.316657924,0.669453429,0.490637241,1.019406173
"OBRIAN","50m","EVERGREEN SHRUBS",2.242,"2","4.94","OBRIAN 50m",1.305647899,4.42124018,4.355152984,5.009545655
"OBRIAN","50m","FORBS",1.514,"5.01","2.04","OBRIAN 50m",0.814662176,1.573418576,0.115177364,2.022109143
"OBRIAN","50m","GRAMINOIDS",2.575,"11","15.17","OBRIAN 50m",6.861853621,13.11874167,8.524236928,16.11277846
"OBRIAN","50m","LICHENS",39.899,"17.01","18.94","OBRIAN 50m",22.74731499,44.08980605,37.10066418,57.12950565
"OBRIAN","70m","DECIDUOUS SHRUBS",21.374,"34","36.95","OBRIAN 70m",15.01157209,29.66966749,22.07278912,37.9306813
"OBRIAN","70m","EVERGREEN SHRUBS",6.152,"9","25.33","OBRIAN 70m",10.12004709,24.60553806,19.73352942,29.29666906
"OBRIAN","70m","FORBS",3.268,"10.02","0.94","OBRIAN 70m",0.752057865,1.397730738,1.044248544,1.809199125
"OBRIAN","70m","GRAMINOIDS",2.154,"20","18.08","OBRIAN 70m",4.402752801,10.1905008,8.952699712,14.83166807
"OBRIAN","70m","LICHENS",60.323,"19","9.36","OBRIAN 70m",16.15666862,32.571223,24.33451377,38.72197812
"OBRIAN","90m","DECIDUOUS SHRUBS",7.652,"14","3.71","OBRIAN 90m",0.338390633,1.024237335,0.532310998,0.721701981
"OBRIAN","90m","EVERGREEN SHRUBS",11.622,"13","17.32","OBRIAN 90m",3.10323141,8.305743743,6.602263405,10.88116359
"OBRIAN","90m","FORBS",2.18,"2","2.04","OBRIAN 90m",0.203823631,0.300753459,0.191830177,0.399680455
"OBRIAN","90m","GRAMINOIDS",5.417,"25","39.13","OBRIAN 90m",4.960424503,9.456337614,8.182086854,11.27490733
"OBRIAN","90m","LICHENS",31.868,"30","14.72","OBRIAN 90m",12.37365859,26.8482835,20.32646835,33.52161577
"OGILVIE","10m","DECIDUOUS SHRUBS",17.99539,"33","0.92","OGILVIE 10m",0.055974898,0.121857258,0.091566391,0.061356541
"OGILVIE","10m","EVERGREEN SHRUBS",34.174,"30","44.31","OGILVIE 10m",13.57580847,37.41630019,30.50925094,44.24151432
"OGILVIE","10m","FORBS",3.21061,"12","10.35","OGILVIE 10m",3.936621247,5.636466419,3.812301148,7.791679472
"OGILVIE","10m","GRAMINOIDS",0.847,"0.01","15.62","OGILVIE 10m",4.108903003,8.141288635,6.611444917,11.05141817
"OGILVIE","10m","LICHENS",49.677,"25","19.04","OGILVIE 10m",21.11461573,43.67267794,33.2961583,53.04457
"OGILVIE","30m","DECIDUOUS SHRUBS",17.647,"12.01","26.04","OGILVIE 30m",19.02419583,30.64495118,22.47497454,42.01664494
"OGILVIE","30m","EVERGREEN SHRUBS",66.497,"70","42.65","OGILVIE 30m",40.53302257,107.5499861,84.40918398,123.1320405
"OGILVIE","30m","FORBS",10.836,"12","27.04","OGILVIE 30m",29.91668944,34.45043233,23.90172461,55.87493912
"OGILVIE","30m","GRAMINOIDS",0.06,"0.01","3.46","OGILVIE 30m",0.737169997,1.367509656,1.722851695,1.696187979
"OGILVIE","50m","DECIDUOUS SHRUBS",0.702,"3","3.88","OGILVIE 50m",1.264942951,2.604670848,1.770652953,2.724898085
"OGILVIE","50m","EVERGREEN SHRUBS",59.765,"69","59.21","OGILVIE 50m",22.44126638,55.05033005,45.71895888,66.67820647
"OGILVIE","50m","FORBS",3.304,"9","15.69","OGILVIE 50m",7.562917838,11.47003861,7.934103407,15.15125413
"OGILVIE","50m","GRAMINOIDS",0.268,"0.01","9.44","OGILVIE 50m",2.372250595,5.892232363,3.964383776,7.072557459
"OGILVIE","50m","LICHENS",57.95,"15","8.14","OGILVIE 50m",8.919652866,20.22104821,15.92304492,24.83301346
"OGILVIE","70m","DECIDUOUS SHRUBS",8.36,"8","1.19","OGILVIE 70m",0.473183209,0.879528154,0.524771035,1.062247209
"OGILVIE","70m","EVERGREEN SHRUBS",20.267,"12","37.3","OGILVIE 70m",21.16081417,52.8086,42.52754395,62.93629063
"OGILVIE","70m","FORBS",5.417,"8","11.56","OGILVIE 70m",5.05375658,8.114370688,5.520281141,13.1120976
"OGILVIE","70m","GRAMINOIDS",0,"0.01","10.18","OGILVIE 70m",2.016794372,5.323759696,4.772868101,6.208548808
"OGILVIE","70m","LICHENS",114.459,"68","37.19","OGILVIE 70m",46.48190769,100.2392298,78.27373403,124.35054
"OGILVIE","90m","DECIDUOUS SHRUBS",7.988,"20","19.09","OGILVIE 90m",5.596810007,11.06041194,9.805849483,14.42264262
"OGILVIE","90m","EVERGREEN SHRUBS",39.401,"34","71.51","OGILVIE 90m",34.10126277,90.18705528,73.18876215,107.8230258
"OGILVIE","90m","FORBS",4.936,"17","2.27","OGILVIE 90m",0.721915342,1.873503484,1.130507659,2.10813053
"PAGE","10m","DECIDUOUS SHRUBS",14.694,"25","12.43","PAGE 10m",2.626397924,6.300137607,4.761054613,7.866475503
"PAGE","10m","EVERGREEN SHRUBS",47.348,"40","48.59","PAGE 10m",12.20249251,31.19482519,26.06105162,37.22386403
"PAGE","10m","FORBS",1.821,"10.01","9.16","PAGE 10m",2.815770337,3.485960237,1.858614546,4.569000486
"PAGE","10m","GRAMINOIDS",0.913,"5","11.97","PAGE 10m",0.937397713,1.464531485,1.390724575,2.092482527
"PAGE","30m","DECIDUOUS SHRUBS",17.78,"42","21.09","PAGE 30m",7.908006434,17.81204201,13.80953517,23.65996768
"PAGE","30m","EVERGREEN SHRUBS",26.392,"19","26.74","PAGE 30m",6.725506529,17.60770292,14.60483553,20.36735794
"PAGE","30m","FORBS",7.808,"17.01","19.19","PAGE 30m",10.83021638,11.52741493,7.274756737,17.24850433
"PAGE","30m","GRAMINOIDS",0,"0.01","13.89","PAGE 30m",0.934817371,2.354641074,1.52065817,2.543604997
"PAGE","50m","DECIDUOUS SHRUBS",14.099,"27","20.67","PAGE 50m",5.394052734,14.1075417,11.28144924,16.9504039
"PAGE","50m","EVERGREEN SHRUBS",21.466,"17","31.98","PAGE 50m",9.844574536,24.11796538,19.59012906,29.80222571
"PAGE","50m","FORBS",3.228,"10.01","3.5","PAGE 50m",1.728657375,2.029645079,1.527915341,3.354669891
"PAGE","50m","GRAMINOIDS",0,"1","12.16","PAGE 50m",1.875217842,4.001235404,3.920218597,5.367044013
"PAGE","70m","DECIDUOUS SHRUBS",30.677,"36.01","8.79","PAGE 70m",4.66817904,11.49858591,7.932357032,14.53845606
"PAGE","70m","EVERGREEN SHRUBS",6.662,"4.02","22.56","PAGE 70m",22.70822608,58.83981552,50.55651809,72.85528656
"PAGE","70m","FORBS",0.605,"4","1.34","PAGE 70m",0.566831209,0.765468299,0.667626126,1.291166127
"PAGE","70m","GRAMINOIDS",7.003,"40","53.51","PAGE 70m",5.824594221,16.93454809,12.863099,18.43391945
"PAGE","90m","DECIDUOUS SHRUBS",14.913,"24","13.43","PAGE 90m",7.028992145,16.09372454,13.77610137,19.99536508
"PAGE","90m","EVERGREEN SHRUBS",50.91,"31","38.99","PAGE 90m",14.0265689,38.49625961,31.22597818,46.73802951
"PAGE","90m","FORBS",0.865,"6","3.5","PAGE 90m",1.553216149,1.94478385,1.1601838,2.452137
"PAGE","90m","GRAMINOIDS",3.681,"24","28.53","PAGE 90m",2.701735311,6.366582483,4.530993015,6.861902163
"PEDRO","10m","DECIDUOUS SHRUBS",111.401,"93","73.02","PEDRO 10m",54.99721147,69.40855351,44.677234,100.2316326
"PEDRO","10m","EVERGREEN SHRUBS",5.839,"2","6.28","PEDRO 10m",3.084914746,3.272878354,1.914978705,5.484419132
"PEDRO","10m","FORBS",0.834,"2","11.11","PEDRO 10m",10.7274203,7.98889756,3.606916871,13.38283429
"PEDRO","10m","GRAMINOIDS",0.626,"0.01","0.15","PEDRO 10m",0.108771659,0.141637653,0.092472568,0.20124422
"PEDRO","30m","DECIDUOUS SHRUBS",115.055,"60","89.9","PEDRO 30m",290.2651056,372.9157046,241.5100262,529.4823552
"PEDRO","30m","EVERGREEN SHRUBS",45.469,"31","6.93","PEDRO 30m",5.763857357,6.721082218,5.055376183,10.5757587
"PEDRO","30m","FORBS",2.261,"6","0.95","PEDRO 30m",1.951496422,2.26387307,1.294341668,3.544114113
"PEDRO","30m","GRAMINOIDS",0.385,"1","0.35","PEDRO 30m",0.129935861,0.122510225,0.066155519,0.196091384
"PEDRO","50m","DECIDUOUS SHRUBS",108.634,"55","45.63","PEDRO 50m",86.66900187,106.8312584,71.2719811,160.204368
"PEDRO","50m","EVERGREEN SHRUBS",44.53,"15","38.35","PEDRO 50m",35.05963839,36.08616975,20.30059419,53.97236943
"PEDRO","50m","FORBS",1.918,"2","4.07","PEDRO 50m",4.013819551,2.607121967,1.204963503,4.467982359
"PEDRO","50m","GRAMINOIDS",0.897,"0.01","3.16","PEDRO 50m",1.296446739,2.071961671,1.144157149,3.12504486
"PEDRO","70m","DECIDUOUS SHRUBS",244.621,"40","82.43","PEDRO 70m",414.1298279,529.3439887,345.9117364,762.2306117
"PEDRO","70m","EVERGREEN SHRUBS",128.559,"58","8.94","PEDRO 70m",36.61698732,32.8424237,18.11062589,52.41978273
"PEDRO","70m","FORBS",4.918,"2.01","7.23","PEDRO 70m",34.33499765,35.55001101,15.83983915,49.73304939
"PEDRO","70m","GRAMINOIDS",0.28,"0","0.6","PEDRO 70m",0.335593641,0.935585111,0.775311857,1.110905528
"PEDRO","90m","DECIDUOUS SHRUBS",258.018,"50","76.56","PEDRO 90m",128.7646333,168.2325697,107.3027505,239.344215
"PEDRO","90m","EVERGREEN SHRUBS",0.954,"0","7.43","PEDRO 90m",7.180864842,7.414815781,4.921663252,9.81678075
"PEDRO","90m","FORBS",1.534,"4","2.21","PEDRO 90m",1.76638316,1.350306831,1.640684808,1.902509823
"PINNELL","10m","DECIDUOUS SHRUBS",17.019,"14","3.22","PINNELL 10m",1.175428869,3.541035962,2.476224573,2.654016273
"PINNELL","10m","EVERGREEN SHRUBS",19.577,"23","39.05","PINNELL 10m",10.71969828,21.26897941,17.24471772,28.9185301
"PINNELL","10m","FORBS",0.097,"0.01","0.48","PINNELL 10m",0.041341752,0.086816117,0,0.056907952
"PINNELL","10m","GRAMINOIDS",0.34,"0.01","10.13","PINNELL 10m",1.436797581,2.943715778,2.272834713,4.040033745
"PINNELL","10m","LICHENS",93.693,"47.01","32.75","PINNELL 10m",26.75546587,48.53698132,36.36398748,62.07114103
"PINNELL","30m","DECIDUOUS SHRUBS",3.281,"8","0.75","PINNELL 30m",0.098223425,0.272548202,0.302795456,0.386943172
"PINNELL","30m","EVERGREEN SHRUBS",0.843,"0","13.08","PINNELL 30m",2.14302927,4.718713625,3.598339281,5.24051845
"PINNELL","30m","GRAMINOIDS",0.819,"12","25.1","PINNELL 30m",1.724384341,3.338510508,2.394246744,4.230417051
"PINNELL","30m","LICHENS",92.352,"52.01","18.61","PINNELL 30m",8.224934085,16.23781497,12.55429356,19.99346996
"PINNELL","50m","DECIDUOUS SHRUBS",32.228,"20","14.61","PINNELL 50m",5.831633663,17.27480533,13.91770568,20.15791606
"PINNELL","50m","EVERGREEN SHRUBS",17.324,"13","24.15","PINNELL 50m",6.170185256,13.52921741,10.30725213,16.10118116
"PINNELL","50m","GRAMINOIDS",0.447,"3","6.86","PINNELL 50m",0.612968477,1.132112369,1.020968997,1.309111498
"PINNELL","50m","LICHENS",11.935,"7","1.68","PINNELL 50m",0.000308688,0.000789047,0.751619912,0.237462951
