site_code,quadrat_num,species_code,cover_percent,PFT_fine,PFT_coarse,site_date,measurement_scale
FOSSILCREEK,60m,LYCOP,3,CLUBMOSSES,FORBS,8/14/2019,0.25
FOSSILCREEK,60m,SALCHA,27,DECIDUOUS SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,60m,VACVIT,1,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,60m,DRYOCT,30,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,60m,POLBIS,0.01,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,60m,ACODEL,0.01,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,60m,ANENAR,10,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,60m,ARTARC,2,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,60m,ANTFRI,0.01,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,60m,FESALT,1,GRASSES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,60m,HIEALP,10,GRASSES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,60m,CALPUR,1,GRASSES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,60m,CLAMIT,1,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,60m,THAMN,0.01,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,60m,DACARC,1,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,60m,CLADO,1,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,60m,CETISL,2,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,60m,LITTER,4,LITTER,LITTER,8/14/2019,0.25
FOSSILCREEK,60m,CAREX,1,SEDGES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,70m,MOSS,2,BRYOPHYTES,BRYOPHYTES,8/14/2019,0.25
FOSSILCREEK,70m,SALCHA,8,DECIDUOUS SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,70m,EMPNIG,28,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,70m,VACVIT,1,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,70m,ANENAR,6,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,70m,POLEM,2,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,70m,ARTARC,0.01,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,70m,FESALT,44,GRASSES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,70m,HIEALP,0.01,GRASSES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,70m,CLAMIT,6,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,70m,MASRIC,2,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,70m,LUZUL,0.01,RUSHES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,70m,CAREX,1,SEDGES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,80m,MOSS,5,BRYOPHYTES,BRYOPHYTES,8/14/2019,0.25
FOSSILCREEK,80m,SALPHL,1,DECIDUOUS SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,80m,SALCHA,1,DECIDUOUS SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,80m,CASTET,45,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,80m,VACVIT,2,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,80m,DRYOCT,12,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,80m,SEDROS,1,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,80m,ANENAR,3,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,80m,PEDIC,1,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,80m,HIEALP,3,GRASSES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,80m,CLAMIT,5,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,80m,DACARC,2,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,80m,CLADO,2,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,80m,CETISL,7,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,80m,MASRIC,1,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,80m,LITTER,3,LITTER,LITTER,8/14/2019,0.25
FOSSILCREEK,80m,CAREX,6,SEDGES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,90m,MOSS,3,BRYOPHYTES,BRYOPHYTES,8/14/2019,0.25
FOSSILCREEK,90m,SALCHA,15,DECIDUOUS SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,90m,EMPNIG,33,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,90m,DRYOCT,8,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,90m,VACVIT,1,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,90m,CASTET,7,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,90m,LOIPRO,4,EVERGREEN SHRUBS,SHRUBS,8/14/2019,0.25
FOSSILCREEK,90m,ANENAR,6,FORBS,FORBS,8/14/2019,0.25
FOSSILCREEK,90m,FESALT,2,GRASSES,GRAMINOIDS,8/14/2019,0.25
FOSSILCREEK,90m,CLAMIT,8,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,90m,CETISL,2,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,90m,CLADO,2,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,90m,DACARC,1,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,90m,MASRIC,3,LICHENS,LICHENS,8/14/2019,0.25
FOSSILCREEK,90m,LITTER,4,LITTER,LITTER,8/14/2019,0.25
FOSSILCREEK,90m,CAREX,1,SEDGES,GRAMINOIDS,8/14/2019,0.25
FRYINGPAN,0m,MOSS,40,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,0m,BETNAN,3.25,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,0m,VACULI,6.75,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,0m,SALFUS,1.5,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,0m,LEDDEC,7,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,0m,VACVIT,1.25,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,0m,CASTET,2,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,0m,EMPNIG,3.25,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,0m,CETISL,4.25,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,0m,FLACUC,0.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,0m,CLAMIT,0.25,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,0m,LITTER,5,LITTER,LITTER,7/27/2018,0.25
FRYINGPAN,0m,CAREX,25,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,0m,SHRUB TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,0m,LICHEN TOTAL,5,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,0m,GRAMINOID TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,0m,FORB TOTAL,0,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,10m,MOSS,30,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,10m,SALPUL,30,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,10m,BETNAN,15,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,10m,SALFUS,10,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,10m,LEDDEC,10,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,10m,CASTET,2,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,10m,VACVIT,3,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,10m,SHRUB TOTAL,70,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,20m,MOSS,5,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,20m,BETNAN,4,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,20m,VACULI,10,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,20m,SALPUL,10,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,20m,LEDDEC,4,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,20m,VACVIT,4,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,20m,CASTET,4,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,20m,EMPNIG,4,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,20m,FLACUC,1.25,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,20m,CLAMIT,12.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,20m,MASRIC,0.01,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,20m,CLARAN,10,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,20m,DACARC,0.01,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,20m,FLANIV,1.25,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,20m,LITTER,5,LITTER,LITTER,7/27/2018,0.25
FRYINGPAN,20m,CAREX,25,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,20m,SHRUB TOTAL,40,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,20m,LICHEN TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,20m,GRAMINOID TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,20m,FORB TOTAL,0,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,30m,MOSS,25,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,30m,BETNAN,8,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,30m,VACULI,2,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,30m,LEDDEC,2,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,30m,CASTET,10,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,30m,VACVIT,8,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,30m,DACARC,3,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,30m,CETISL,4,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,30m,CLARAN,3,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,30m,LITTER,5,LITTER,LITTER,7/27/2018,0.25
FRYINGPAN,30m,CARBIG,30,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,30m,SHRUB TOTAL,30,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,30m,LICHEN TOTAL,10,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,30m,GRAMINOID TOTAL,30,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,40m,MOSS,40,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,40m,BETNAN,2.5,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,40m,VACULI,5,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,40m,SALFUS,6.25,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,40m,SALPUL,0.01,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,40m,LEDDEC,0.01,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,40m,VACVIT,2.5,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,40m,CASTET,7.5,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,40m,DRYAS,1.25,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,40m,SAXPUN,0.01,FORBS,FORBS,7/27/2018,0.25
FRYINGPAN,40m,CETISL,0.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,40m,FLACUC,6.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,40m,CLARAN,0.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,40m,DACARC,0.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,40m,THAVER,2,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,40m,LITTER,5,LITTER,LITTER,7/27/2018,0.25
FRYINGPAN,40m,CAREX,25,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,40m,SHRUB TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,40m,LICHEN TOTAL,10,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,40m,GRAMINOID TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,40m,FORB TOTAL,0.01,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,50m,MOSS,20,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,50m,BETNAN,4,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,50m,SALFUS,3,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,50m,VACULI,5,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,50m,SALRET,0.01,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,50m,CASTET,4,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,50m,VACVIT,3,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,50m,DRYOCT,1,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,50m,DACARC,1,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,50m,CETISL,10,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,50m,CLARAN,6,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,50m,CETCUC,10,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,50m,CLADO,3,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,50m,LITTER,15,LITTER,LITTER,7/27/2018,0.25
FRYINGPAN,50m,CARBIG,15,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,50m,SHRUB TOTAL,20,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,50m,LICHEN TOTAL,30,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,50m,GRAMINOID TOTAL,15,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,50m,FORB TOTAL,0,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,60m,BARE,15,BARE GROUND,BARE GROUND,7/27/2018,0.25
FRYINGPAN,60m,MOSS,10,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,60m,BETNAN,10.5,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,60m,LEDDEC,14,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,60m,VACVIT,10.5,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,60m,DRYAS,0.01,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,60m,CETISL,0.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,60m,FLACUC,1.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,60m,CLARAN,7.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,60m,DACARC,0.5,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,60m,LITTER,5,LITTER,LITTER,7/27/2018,0.25
FRYINGPAN,60m,CAREX,25,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,60m,SHRUB TOTAL,35,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,60m,LICHEN TOTAL,10,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,60m,GRAMINOID TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,60m,FORB TOTAL,0,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,70m,MOSS,53,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,70m,SALPUL,10,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,70m,BETNAN,10,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,70m,VACULI,3,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,70m,CASTET,8,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,70m,VACVIT,3,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,70m,DRYOCT,1,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,70m,DACARC,2,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,70m,CETISL,3,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,70m,CLADO,1,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,70m,CLAMIT,2,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,70m,CARBIG,4,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,70m,SHRUB TOTAL,35,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,70m,LICHEN TOTAL,8,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,70m,GRAMINOID TOTAL,4,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,80m,MOSS,43,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,80m,BETNAN,2.5,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,80m,SALPUL,17.5,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,80m,SALRET,1.25,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,80m,VACVIT,2.5,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,80m,CASTET,1.25,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,80m,PYRSEC,0.5,FORBS,FORBS,7/27/2018,0.25
FRYINGPAN,80m,POLYG,0.5,FORBS,FORBS,7/27/2018,0.25
FRYINGPAN,80m,FORB,0.5,FORBS,FORBS,7/27/2018,0.25
FRYINGPAN,80m,SAXPUN,0.5,FORBS,FORBS,7/27/2018,0.25
FRYINGPAN,80m,FLACUC,0.01,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,80m,LITTER,5,LITTER,LITTER,7/27/2018,0.25
FRYINGPAN,80m,CAREX,25,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,80m,SHRUB TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,80m,LICHEN TOTAL,0.01,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,80m,GRAMINOID TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,80m,FORB TOTAL,2,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,90m,MOSS,30,BRYOPHYTES,BRYOPHYTES,7/27/2018,0.25
FRYINGPAN,90m,SALPUL,10,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,90m,BETNAN,8,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,90m,VACULI,1,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,90m,SALARC,2,DECIDUOUS SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,90m,LEDDEC,6,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,90m,VACVIT,3,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,90m,EMPNIG,0.01,EVERGREEN SHRUBS,SHRUBS,7/27/2018,0.25
FRYINGPAN,90m,DACARC,3,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,90m,CETISL,2,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,90m,CLARAN,2,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,90m,MASRIC,3,LICHENS,LICHENS,7/27/2018,0.25
FRYINGPAN,90m,LITTER,5,LITTER,LITTER,7/27/2018,0.25
FRYINGPAN,90m,CARBIG,25,SEDGES,GRAMINOIDS,7/27/2018,0.25
FRYINGPAN,90m,SHRUB TOTAL,30,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,90m,LICHEN TOTAL,10,TOTAL,TOTAL,7/27/2018,0.25
FRYINGPAN,90m,GRAMINOID TOTAL,25,TOTAL,TOTAL,7/27/2018,0.25
GRANITE,0m,MOSS,25,BRYOPHYTES,BRYOPHYTES,7/26/2018,0.25
GRANITE,0m,BETNAN,8,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,0m,VACULI,24,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,0m,EMPNIG,6,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,0m,VACVIT,2,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,0m,ARNALP,4.75,FORBS,FORBS,7/26/2018,0.25
GRANITE,0m,FORB,0.25,FORBS,FORBS,7/26/2018,0.25
GRANITE,0m,CALAM,9,GRASSES,GRAMINOIDS,7/26/2018,0.25
GRANITE,0m,LITTER,5,LITTER,LITTER,7/26/2018,0.25
GRANITE,0m,CAREX,21,SEDGES,GRAMINOIDS,7/26/2018,0.25
GRANITE,0m,SHRUB TOTAL,40,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,0m,LICHEN TOTAL,0.01,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,0m,GRAMINOID TOTAL,30,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,0m,FORB TOTAL,5,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,10m,MOSS,2,BRYOPHYTES,BRYOPHYTES,7/26/2018,0.25
GRANITE,10m,BETNAN,35,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,10m,LEDPAL,6,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,10m,VACVIT,1,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,10m,EMPNIG,3,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,10m,ARNALP,7,FORBS,FORBS,7/26/2018,0.25
GRANITE,10m,LINBOR,1,FORBS,FORBS,7/26/2018,0.25
GRANITE,10m,POA,7,GRASSES,GRAMINOIDS,7/26/2018,0.25
GRANITE,10m,CAREX,38,SEDGES,GRAMINOIDS,7/26/2018,0.25
GRANITE,10m,SHRUB TOTAL,45,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,10m,GRAMINOID TOTAL,45,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,10m,FORB TOTAL,8,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,20m,BARE,25,BARE GROUND,BARE GROUND,7/26/2018,0.25
GRANITE,20m,MOSS,10,BRYOPHYTES,BRYOPHYTES,7/26/2018,0.25
GRANITE,20m,BETNAN,0.01,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,20m,ARCRUB,6,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,20m,EMPNIG,6,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,20m,VACVIT,18,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,20m,ANEMO,0.01,FORBS,FORBS,7/26/2018,0.25
GRANITE,20m,GRASS UNK,0.9,GRAMINOIDS,GRAMINOIDS,7/26/2018,0.25
GRANITE,20m,FLACUC,0.1,LICHENS,LICHENS,7/26/2018,0.25
GRANITE,20m,CLAMIT,0.1,LICHENS,LICHENS,7/26/2018,0.25
GRANITE,20m,SPHGLO,1.4,LICHENS,LICHENS,7/26/2018,0.25
GRANITE,20m,CLARAN,0.01,LICHENS,LICHENS,7/26/2018,0.25
GRANITE,20m,STEREO,0.1,LICHENS,LICHENS,7/26/2018,0.25
GRANITE,20m,CLADO,0.3,LICHENS,LICHENS,7/26/2018,0.25
GRANITE,20m,THAVER,0.01,LICHENS,LICHENS,7/26/2018,0.25
GRANITE,20m,ROCK,5,ROCKS,ROCKS,7/26/2018,0.25
GRANITE,20m,CAREX,17.1,SEDGES,GRAMINOIDS,7/26/2018,0.25
GRANITE,20m,SHRUB TOTAL,30,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,20m,LICHEN TOTAL,2,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,20m,GRAMINOID TOTAL,18,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,20m,FORB TOTAL,0.01,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,30m,BARE,2,BARE GROUND,BARE GROUND,7/26/2018,0.25
GRANITE,30m,BETNAN,72,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,30m,SALPUL,10,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,30m,LITTER,2,LITTER,LITTER,7/26/2018,0.25
GRANITE,30m,CAREX,14,SEDGES,GRAMINOIDS,7/26/2018,0.25
GRANITE,30m,SHRUB TOTAL,82,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,30m,GRAMINOID TOTAL,14,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,30m,FORB TOTAL,0,TOTAL,TOTAL,7/26/2018,0.25
GRANITE,40m,MOSS,45,BRYOPHYTES,BRYOPHYTES,7/26/2018,0.25
GRANITE,40m,VACULI,9.3,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,40m,SALPUL,1.8,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,40m,SALRET,1.8,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,40m,SALFUS,6.3,DECIDUOUS SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,40m,VACVIT,1.8,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,40m,DRYAS,9,EVERGREEN SHRUBS,SHRUBS,7/26/2018,0.25
GRANITE,40m,ARNALP,4,FORBS,FORBS,7/26/2018,0.25
GRANITE,40m,ANEMO,0.01,FORBS,FORBS,7/26/2018,0.25
